F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,KELAS
0.078540075,0.067656445,0.074767689,0.067691616,0.067852052,0.067656445,0.063227246,0.067691616,0.062132896,0.05668904,0.056937816,0.056880044,3.849244275,5.344402546,3.941040176,5.547866726,6.859449331,5.344402546,7.032335055,5.547866726,8.933934866,8.754543989,9.167205136,9.115598148,57.95452672,103.2201693,57.27051054,109.2163564,180.6005966,103.2201693,178.0784701,109.2163564,302.0308697,274.717931,297.5140941,291.450091,0.476881226,0.395736204,0.457118346,0.394932262,0.384191511,0.395736204,0.360924412,0.394932262,0.340825496,0.314125511,0.314548221,0.315479322,43.51780952,30.16975097,105.0647733,48.9483482,126.4976648,82.21745855,910.2138733,2395.940791,6759.71049,0.001356218,1.04E-09,2.09E-13,4.67E-12,4.60E-24,-3.23E-17,3.28E-25,SUNFLOWER
0.015230955,0.012945728,0.015246585,0.012870201,0.011546102,0.012945728,0.011600018,0.012870201,0.010214509,0.010299867,0.010252765,0.010250123,6.90570297,9.342157582,7.270806435,10.11410544,12.28177381,9.342157582,12.83260711,10.11410544,16.09627435,15.28575413,16.69160815,16.56999028,119.1223921,208.6867954,135.8852686,258.6215361,374.050996,208.6867954,419.9089282,258.6215361,639.9226998,560.8013961,704.5853898,691.0301643,0.198470332,0.14848712,0.201229016,0.147392548,0.121512981,0.14848712,0.125120375,0.147392548,0.096529825,0.098581151,0.100120671,0.097332806,65.30211067,51.10173688,109.3483953,59.26220016,83.75662451,69.42392881,2611.387512,3512.008368,4819.681891,0.001690591,4.35E-08,5.62E-12,7.06E-13,-8.53E-25,1.01E-16,1.12E-24,SUNFLOWER
0.020499527,0.016921017,0.019267488,0.016573162,0.015334437,0.016921017,0.014440654,0.016573162,0.013304533,0.01316963,0.012526255,0.012856179,6.274183525,8.60204795,7.090627907,9.419606655,10.78987925,8.60204795,12.09308153,9.419606655,13.71724209,13.37746995,15.10263667,14.53995015,130.5259109,229.7875885,164.6000831,285.6020446,368.0059875,229.7875885,446.4531148,285.6020446,563.2573751,509.7441547,646.45333,616.5114368,0.25124771,0.179063177,0.225737858,0.173029849,0.15405637,0.179063177,0.136773698,0.173029849,0.119001293,0.113553727,0.104849754,0.109178435,84.93945274,52.78570412,139.8678673,51.45068527,150.0522421,57.53498467,2786.33056,2647.173015,3310.274461,0.001208296,4.66E-08,6.49E-12,1.45E-12,5.61E-25,2.41E-16,-4.44E-24,SUNFLOWER
0.021261333,0.017740263,0.019955791,0.017630396,0.016347844,0.017740263,0.015448268,0.017630396,0.014639172,0.014497087,0.013868397,0.01438404,5.140553383,7.163397472,5.775617301,7.288492775,8.665210843,7.163397472,9.694350977,7.288492775,10.87613273,10.93658973,12.06609326,11.10309007,77.53264361,143.8658189,99.07623656,154.6730363,216.2494639,143.8658189,273.6348577,154.6730363,333.0257134,328.8858627,405.4337527,346.3406306,0.254006319,0.186588566,0.230366067,0.183927815,0.161890768,0.186588566,0.148827379,0.183927815,0.13344314,0.130173917,0.12272057,0.128779874,34.96863664,31.67695918,128.3627147,44.75784609,110.4126456,65.34788184,1003.429743,2003.264786,4270.345661,0.001390939,1.31E-07,5.06E-12,4.87E-12,2.20E-23,2.03E-16,-1.00E-23,SUNFLOWER
0.019258048,0.016398867,0.019756812,0.016562549,0.014682288,0.016398867,0.015044112,0.016562549,0.012938913,0.013084861,0.013224328,0.013221832,6.061681151,9.027554103,6.713281219,8.607892205,11.05193272,9.027554103,12.2402576,8.607892205,14.87029858,15.3405804,16.43941836,14.58514172,104.6144584,240.386114,141.6692791,218.3960297,348.2773366,240.386114,468.7839411,218.3960297,635.9238814,704.2706643,840.89623,639.6129461,0.270723844,0.209531432,0.270952437,0.211573096,0.176610235,0.209531432,0.179528262,0.211573096,0.140795654,0.141983291,0.143676294,0.144140372,45.79735055,58.40073007,128.9385393,74.83391102,140.1978539,82.20189855,3410.645272,5600.114238,6757.152126,0.00154367,8.13E-08,2.42E-11,5.19E-12,2.84E-24,-8.36E-16,-5.80E-23,SUNFLOWER
0.03947013,0.03252294,0.036993398,0.032482414,0.03331277,0.03252294,0.029387865,0.032482414,0.030066492,0.026494807,0.025836217,0.026457353,5.228272545,7.785008896,5.9410501,7.453817455,9.211759036,7.785008896,10.37519679,7.453817455,11.89506237,12.31260786,13.20633803,11.87024,80.41436473,173.1147626,102.4837675,156.0198393,247.4514056,173.1147626,307.680257,156.0198393,411.5136298,433.5251044,491.8614527,397.8685787,0.373947353,0.303563214,0.355358657,0.304631746,0.297154385,0.303563214,0.271943999,0.304631746,0.264222389,0.239306446,0.231955439,0.239640099,94.104712,84.24114911,167.405848,46.80010965,176.368452,45.10762489,7096.571203,2190.250263,2034.697823,0.001030834,2.89E-09,1.71E-12,3.99E-13,6.02E-26,-1.06E-17,3.24E-25,SUNFLOWER
0.020929052,0.017312321,0.020259241,0.017176766,0.015542532,0.017312321,0.01508181,0.017176766,0.013344023,0.013281847,0.012986193,0.013189025,4.2734024,6.254563376,4.814169982,6.327548406,7.660073507,6.254563376,8.598807971,6.327548406,10.241347,10.50555119,11.42227949,10.57580321,59.21397669,128.1658869,78.66650271,124.7968124,183.9216469,128.1658869,241.77375,124.7968124,318.0871075,350.9662636,409.2081089,334.6527851,0.316036933,0.23113741,0.295709412,0.228404241,0.197527901,0.23113741,0.185113492,0.228404241,0.150787685,0.146231721,0.143388987,0.145616943,45.57477256,31.54263811,130.4117473,59.41397132,131.3033141,81.96089942,994.9380192,3530.019988,6717.589033,0.001161315,5.20E-09,2.08E-11,8.45E-12,-6.13E-23,5.28E-16,9.38E-23,SUNFLOWER
0.028920144,0.024263397,0.028250058,0.023747965,0.021980728,0.024263397,0.021593725,0.023747965,0.019116459,0.019155096,0.018811954,0.018594309,3.555396226,5.253431391,4.013751207,5.22069926,6.328025197,5.253431391,7.153348086,5.22069926,8.355126183,8.677219113,9.419553427,8.66229643,45.42378616,92.88284115,54.50444059,90.84457594,141.2728504,92.88284115,170.9998172,90.84457594,241.3659464,252.3234197,290.1051932,247.1344844,0.397493591,0.308729723,0.373780045,0.301838304,0.27484218,0.308729723,0.260576584,0.301838304,0.222303814,0.218473647,0.21186528,0.209200069,17.97870016,15.64785133,102.0663799,52.99861669,122.695529,78.58458719,244.8552512,2808.853371,6175.537345,0.001412276,6.16E-08,2.12E-11,2.22E-12,7.10E-25,-5.39E-16,1.52E-23,SUNFLOWER
0.031217112,0.024852857,0.028144767,0.024912619,0.024644774,0.024852857,0.021678762,0.024912619,0.021951857,0.019993962,0.019200709,0.020095136,4.591423811,6.64613474,5.156952459,6.601187884,7.879315976,6.64613474,8.82599404,6.601187884,10.11428502,10.5119773,11.32152612,10.36485715,72.07644204,144.5372091,88.08089673,140.5870107,207.8419374,144.5372091,250.0383826,140.5870107,334.8227988,355.6995777,396.7569049,337.2735528,0.378534326,0.292863726,0.344256055,0.290966558,0.279880612,0.292863726,0.242521719,0.290966558,0.239813159,0.213877257,0.196924617,0.213941334,59.74369581,72.37693109,117.4354521,56.726996,132.6371059,79.0690093,5238.420154,3217.952076,6251.908231,0.001192511,4.69E-09,2.26E-11,2.01E-12,1.36E-23,-1.33E-16,6.53E-25,SUNFLOWER
0.073248944,0.071513648,0.073806768,0.07170442,0.070711501,0.071513648,0.071341565,0.07170442,0.069297989,0.069036788,0.070038979,0.069242469,5.620341818,7.356443797,4.956122772,7.148526143,9.860816029,7.356443797,8.666881683,7.148526143,12.84922993,11.96329581,11.25132282,11.59896416,121.8944727,196.9350556,89.98160022,190.7049845,373.9818579,196.9350556,275.8625682,190.7049845,623.1925511,522.7741823,462.2274372,509.6096664,0.337513575,0.277589616,0.346112827,0.285578973,0.246667009,0.277589616,0.253593561,0.285578973,0.212233949,0.210421395,0.21871911,0.220493632,60.51911434,84.09035423,127.384755,72.14042004,144.6004864,91.33095624,7071.187675,5204.240203,8341.343569,0.001420653,3.47E-08,5.66E-11,6.59E-11,-8.05E-23,-3.71E-15,4.02E-21,SUNFLOWER
0.025041225,0.021364353,0.025376977,0.021205665,0.019544763,0.021364353,0.019757428,0.021205665,0.017396237,0.017360266,0.017516616,0.017233412,6.24426465,8.36985881,5.931519643,8.194381201,10.91529545,8.36985881,10.50004925,8.194381201,14.06116888,13.47021419,13.64956532,13.18225173,125.8677429,228.2473529,114.5476878,209.7443772,380.5349242,228.2473529,362.0653899,209.7443772,627.435704,599.6275937,614.8264607,548.6655714,0.299900837,0.238675398,0.306381296,0.235849353,0.204830583,0.238675398,0.209976388,0.235849353,0.168305701,0.170146459,0.172769933,0.16752171,21.15195472,19.5338689,115.1511925,75.52220007,145.1231811,88.10367302,381.5720343,5703.602703,7762.2572,0.00118556,3.94E-09,8.78E-12,7.05E-14,-4.12E-26,-3.81E-18,-3.70E-26,SUNFLOWER
0.030552052,0.026371607,0.032020126,0.026160882,0.023698666,0.026371607,0.024855213,0.026160882,0.021148538,0.021417351,0.022076052,0.021219172,4.931514405,5.964535689,3.847522059,6.272327744,8.83106002,5.964535689,6.864302026,6.272327744,11.7680542,9.917896263,9.069380074,10.55078879,98.16623338,120.4234683,43.78064706,145.5248328,321.5037324,120.4234683,141.8887219,145.5248328,573.8373581,347.331721,257.0792325,435.2487408,0.354106866,0.283264469,0.364408135,0.281158846,0.243104203,0.283264469,0.254088365,0.281158846,0.200735872,0.202161803,0.209884075,0.200177637,83.45759266,81.60926411,121.3615303,66.91660498,152.9477798,80.19168268,6660.071989,4477.832022,6430.70597,0.00125659,7.56E-10,1.30E-10,3.30E-11,2.15E-21,9.05E-16,-2.21E-22,SUNFLOWER
0.028355908,0.023333676,0.026942767,0.023788761,0.022168822,0.023333676,0.021080045,0.023788761,0.019812674,0.018801973,0.018629014,0.019230093,5.020414162,7.285234591,5.50228626,6.979298291,8.532082616,7.285234591,9.398883365,6.979298291,10.86538661,11.36138051,11.98998084,10.92211293,103.2385877,182.6990699,100.204416,171.0365655,262.8898107,182.6990699,271.0652849,171.0365655,383.7897518,395.9174096,414.6718736,380.0890522,0.32538114,0.243198567,0.304655362,0.249527108,0.221190771,0.243198567,0.207168568,0.249527108,0.180369447,0.170147058,0.169258134,0.175808121,23.47266667,28.2761209,84.64265905,44.48139775,107.303821,61.52401152,799.5390129,1978.594746,3785.203994,0.001684541,1.57E-08,1.02E-11,1.20E-11,6.94E-23,5.57E-16,-1.13E-22,SUNFLOWER
